Domain Name,Record Name,Record Type,Record Value
*.nodejs.demoapi.com,_6fe8802946dfe89d06ddd86f6c338b5b.nodejs.demoapi.com.,CNAME,_a56c5881c5109eb52fba76d627ff1265.nhsllhhtvj.acm-validations.aws.
